Symbol,Security Name,Exchange
BTA,BlackRock Long-Term Municipal Advantage Trust BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,NYSE
BTAL,AGFiQ U.S. Market Neutral Anti-Beta Fund,NYSE
BTEK,BlackRock Future Tech ETF,NYSE
BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",NYSE
BTO,John Hancock Financial Opportunities Fund Common Stock,NYSE
BTT,BlackRock Municipal 2030 Target Term Trust,NYSE
BTU,Peabody Energy Corporation Common Stock ,NYSE
BTZ,BlackRock Credit Allocation Income Trust,NYSE
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),NYSE
BUI,"BlackRock Utility, Infrastructure & Power Opportunities Trust",NYSE
BUL,Pacer US Cash Cows Growth ETF,NYSE
BUR,Burford Capital Limited Ordinary Shares,NYSE
BURL,"Burlington Stores, Inc. Common Stock",NYSE
BV,"BrightView Holdings, Inc. Common Stock",NYSE
BVH,Bluegreen Vacations Holding Corporation Class A Common Stock,NYSE
BVN,Buenaventura Mining Company Inc.,NYSE
BW,"Babcock & Wilcox Enterprises, Inc. Common Stock",NYSE
BWA,BorgWarner Inc. Common Stock,NYSE
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,NYSE
BWSN,"Babcock & Wilcox Enterprises, Inc. 8.125% Senior Notes due 2026",NYSE
BWX,SPDR Bloomberg Barclays Intl Treasury Bd,NYSE
BWXT,"BWX Technologies, Inc. Common Stock",NYSE
BWZ,SPDR Bloomberg Barclays Short Term International Treasury Bond ETF,NYSE
BX,The Blackstone Group Inc. Class A Common Stock,NYSE
BXC,Bluelinx Holdings Inc. Common Stock,NYSE
BXG,Bluegreen Vacations Corporation Common Stock,NYSE
BXMT,"Blackstone Mortgage Trust, Inc. Common Stock",NYSE
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,NYSE
BXP,"Boston Properties, Inc. Common Stock",NYSE
BXP-B,"Boston Properties, Inc. Depositary Shares, each representing 1/100th of a share of the Issuer's 5.25% Sockeries B Cumulative Redeemable Preferred St",NYSE
BXS,BancorpSouth Bank Common Stock,NYSE
BXS-A,BancorpSouth Bank 5.50% Series A Non-Cumulative Perpetual Preferred Stock,NYSE
BY,"Byline Bancorp, Inc. Common Stock",NYSE
BYD,Boyd Gaming Corporation Common Stock,NYSE
BYLD,iShares Yield Optimized Bond ETF,NYSE
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,NYSE
BZH,"Beazer Homes USA, Inc. Common Stock",NYSE
BZM,BlackRock Maryland Municipal Bond Trust Common shares of beneficial interest,NYSE
BZQ,ProShares UltraShort MSCI Brazil Capped,NYSE
C,"Citigroup, Inc. Common Stock",NYSE
C-J,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,NYSE
C-K,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,NYSE
C-N,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),NYSE
CAAP,Corporacion America Airports SA Common Shares,NYSE
CABO,"Cable One, Inc. Common Stock",NYSE
CACI,"CACI International, Inc. Class A Common Stock",NYSE
CADE,Cadence Bancorporation Class A Common Stock,NYSE
CAE,CAE Inc. Ordinary Shares,NYSE
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,NYSE
CAG,"ConAgra Brands, Inc. Common Stock",NYSE
CAH,"Cardinal Health, Inc. Common Stock",NYSE
CAI,"CAI International, Inc. Common Stock",NYSE
CAI-A,"CAI International, Inc. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock",NYSE
CAI-B,"CAI International, Inc. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock",NYSE
CAJ,"Canon, Inc. American Depositary Shares",NYSE
CAL,"Caleres, Inc. Common Stock",NYSE
CALX,"Calix, Inc Common Stock",NYSE
CANE,Teucrium Sugar Fund ETV,NYSE
CANG,"Cango Inc. American Depositary Shares,  each representing two (2) Class A Ordinary Shares",NYSE
CAP,Capitol Investment Corp. V Class A Common Stock,NYSE
CAP=,"Capitol Investment Corp. V Units, each consisting of one share of Class A common stock, and one-third of one redeemable warrant",NYSE
CAP+,"Capitol Investment Corp. V Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50",NYSE
CAPE,iPath Shiller CAPE ETN,NYSE
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,NYSE
CARR,Carrier Global Corporation Common Stock ,NYSE
CARS,Cars.com Inc. Common Stock ,NYSE
CAS,Cascade Acquisition Corp. Class A Common Stock,NYSE
CAS=,"Cascade Acquisition Corp. Units, each consisting of one share of Class A Common Stock and one-half of one Redeemable Warrant",NYSE
CAS+,"Cascade Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",NYSE
CAT,"Caterpillar, Inc. Common Stock",NYSE
CATO,Cato Corporation (The) Class A Common Stock,NYSE
CB,Chubb Limited  Common Stock,NYSE
CBAH,"CBRE Acquisition Holdings, Inc. Class A Common Stock",NYSE
CBAH=,"CBRE Acquisition Holdings, Inc. SAIL securities, each consisting of one share of Class A common stock, and one-fifth of one redeemable warrant",NYSE
CBAH+,"CBRE Acquisition Holdings, Inc. Warrants",NYSE
CBB,Cincinnati Bell Inc. Common Stock,NYSE
CBB-B,Cincinnati Bell Inc. Preferred Stock,NYSE
CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,NYSE
CBH,Virtus AllianzGI Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,NYSE
CBLS,Changebridge Capital Long/Short Equity ETF,NYSE
CBO,CBO (Listing Market - NYSE - Networks A/E) Common Stock,NYSE
CBON,VanEck Vectors ChinaAMC China Bond ETF,NYSE
CBRE,CBRE Group Inc Common Stock Class A,NYSE
CBSE,Changebridge Capital Sustainable Equity ETF,NYSE
CBT,Cabot Corporation Common Stock,NYSE
CBU,"Community Bank System, Inc. Common Stock",NYSE
CBX,CBX (Listing Market NYSE Networks AE) Common Stock,NYSE
CBZ,"CBIZ, Inc. Common Stock",NYSE
CC,Chemours Company (The) Common Stock,NYSE
CCAC,CITIC Capital Acquisition Corp. Class A Ordinary Shares,NYSE
CCAC=,CITIC Capital Acquisition Corp. Units,NYSE
CCAC+,"CITIC Capital Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE
CCEP,Coca-Cola European Partners plc Ordinary Shares,NYSE
CCI,Crown Castle International Corp. (REIT) Common Stock,NYSE
CCIV,Churchill Capital Corp IV Class A Common Stock,NYSE
CCIV=,"Churchill Capital Corp IV Units, each consisting of one share of Class A common stock and one-fifth of one redeemable warrant",NYSE
CCIV+,"Churchill Capital Corp IV Warrants, each exercisable for one share of Class A common stock at an exercise price of $11.50 per share",NYSE
CCJ,Cameco Corporation Common Stock,NYSE
CCK,"Crown Holdings, Inc.",NYSE
CCL,Carnival Corporation Common Stock,NYSE
CCM,Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),NYSE
CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",NYSE
CCON,Direxion Connected Consumer ETF,NYSE
CCOR,Core Alternative ETF,NYSE
CCRV,iShares U.S. ETF Trust iShares Commodity Curve Carry Strategy ETF,NYSE
CCS,"Century Communities, Inc. Common Stock",NYSE
CCU,"Compania Cervecerias Unidas, S.A. Common Stock",NYSE
CCV,Churchill Capital Corp V Class A Common Stock,NYSE
CCV=,"Churchill Capital Corp V Units, each consisting of one share of Class A common stock, and one-fourth of one redeemable warrant",NYSE
CCV+,"Churchill Capital Corp V Warrants, each exercisable for one share of Class A common stock at an exercise price of $11.50 per share",NYSE
CCVI=,"Churchill Capital Corp VI Units, each consisting of one share of Class A common stock, and one-fifth of one redeemable warrant",NYSE
CCX,Churchill Capital Corp II Class A Common Stock,NYSE
CCX=,"Churchill Capital Corp II Units, each consisting of one share of Class A common stock, $0.0001 par value, and one-third of one redeemable warrant",NYSE
CCX+,"Churchill Capital Corp II Warrants, each exercisable for one share of Class A common stock at an exercise price of $11.50 per share",NYSE
CCZ,Comcast Holdings ZONES,NYSE
CDAY,Ceridian HCM Holding Inc. Common Stock,NYSE
CDE,"Coeur Mining, Inc. Common Stock",NYSE
CDR,"Cedar Realty Trust, Inc. Common Stock",NYSE
CDR-B,"Cedar Realty Trust, Inc. 7.25% Series B Cumulative Redeemable Preferred Stock",NYSE
CDR-C,"Cedar Realty Trust, Inc. 6.50% Series C Cumulative Redeemable Preferred Stock",NYSE
CE,Celanese Corporation Celanese Corporation Common Stock,NYSE
CEA,China Eastern Airlines Corporation Ltd. Common Stock,NYSE
CEE,"The Central and Eastern Europe Fund, Inc. (The) Common Stock",NYSE
CEF,Sprott Physical Gold and Silver Trust Units,NYSE
CEFD,ETRACS Monthly Pay 1.5X Leveraged Closed-End Fund Index ETN,NYSE
CEIX,CONSOL Energy Inc. Common Stock ,NYSE
CELG^,Bristol-Myers Squibb Company Celegne Contingent Value Rights,NYSE
CELP,"Cypress Environmental Partners, L.P. Common Units representing limited partner interests",NYSE
CEM,ClearBridge MLP and Midstream Fund Inc. Common Stock,NYSE
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,NYSE
CEO,CNOOC Limited Common Stock,NYSE
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),NYSE
CEQP,Crestwood Equity Partners LP,NYSE
CEQP-,Crestwood Equity Partners LP Preferred Units representing limited partner interests,NYSE
CEW,WisdomTree Emerging Currency Strategy Fund,NYSE
CF,"CF Industries Holdings, Inc. Common Stock",NYSE
CFG,"Citizens Financial Group, Inc. Common Stock",NYSE
CFG-D,"Citizens Financial Group, Inc. Depositary Shares, each representing a 1/40th Interest in a Share of 6.350% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D",NYSE
CFG-E,"Citizens Financial Group, Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series E",NYSE
CFR,"Cullen/Frost Bankers, Inc. Common Stock",NYSE
CFR-B,"Cullen/Frost Bankers, Inc. Depositary Shares, each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock, Series B",NYSE
CFX,Colfax Corporation Common Stock,NYSE
CFXA,Colfax Corporation 5.75% Tangible Equity Units,NYSE
CGA,"China Green Agriculture, Inc. Common Stock",NYSE
CGW,Invesco S&P Global Water Index ETF,NYSE
CHAA=,"Catcha Investment Corp. Units, each consisting of one Class A ordinary share, and one-third of one redeemable warrant",NYSE
CHAD,Direxion Daily CSI 300 China A Shares Bear 1X Shares,NYSE
CHAU,Direxion Daily CSI 300 China A Share Bull 2X Shares,NYSE
CHCT,Community Healthcare Trust Incorporated Common Stock,NYSE
CHD,"Church & Dwight Company, Inc. Common Stock",NYSE
CHE,Chemed Corp,NYSE
CHGG,"Chegg, Inc. Common Stock",NYSE
CHGX,Change Finance U.S. Large Cap Fossil Fuel Free ETF,NYSE
CHH,"Choice Hotels International, Inc. Common Stock",NYSE
CHIC,Global X Funds Global X MSCI China Communication Services ETF,NYSE
CHIE,Global X MSCI China Energy ETF,NYSE
CHIH,Global X Funds Global X MSCI China Health Care ETF,NYSE
CHII,Global X MSCI China Industrials ETF,NYSE
CHIK,Global X Funds Global X MSCI China Information Technology ETF,NYSE
CHIL,Global X Funds Global X MSCI China Large-Cap 50 ETF,NYSE
CHIM,Global X MSCI China Materials ETF,NYSE
CHIQ,Global X MSCI China Consumer Discretionary ETF,NYSE
CHIR,Global X Funds Global X MSCI China Real Estate ETF,NYSE
CHIS,Global X Funds Global X MSCI China Consumer Staples ETF,NYSE
CHIU,Global X Funds Global X MSCI China Utilities ETF,NYSE
CHIX,Global X MSCI China Financials ETF,NYSE
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,NYSE
CHMI-A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,NYSE
CHMI-B,Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYSE
CHN,"China Fund, Inc. (The) Common Stock",NYSE
CHRA,"Charah Solutions, Inc. Common Stock",NYSE
CHS,"Chico's FAS, Inc. Common Stock",NYSE
CHT,"Chunghwa Telecom Co., Ltd.",NYSE
CHWY,"Chewy, Inc. Class A Common Stock",NYSE
CI,Cigna Corporation Common Stock,NYSE
CIA,"Citizens, Inc. Class A Common Stock ($1.00 Par)",NYSE
CIB,BanColombia S.A. Common Stock,NYSE
CIEN,Ciena Corporation Common Stock,NYSE
CIF,MFS Intermediate High Income Fund Common Stock,NYSE
CIG,Comp En De Mn Cemig ADS American Depositary Shares,NYSE
CIG.C,Comp En De Mn Cemig ADS American Depositary Receipts,NYSE
CII,"Blackrock Capital and Income Fund, Inc.",NYSE
CIM,Chimera Investment Corporation Common Stock,NYSE
CIM-A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,NYSE
CIM-B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYSE
CIM-C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,NYSE
CIM-D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYSE
CINR,Ciner Resources LP Common Units representing Limited Partner Interests,NYSE
CIO,"City Office REIT, Inc. Common Stock",NYSE
CIO-A,"City Office REIT, Inc. 6.625% Series A Cumulative Redeemable Preferred Stock",NYSE
CIR,"CIRCOR International, Inc. Common Stock",NYSE
CIT,CIT Group Inc (DEL) Common Stock,NYSE
CIT-B,"CIT Group Inc (DEL) 5.625 % Non-Cumulative Perpetual Preferred Stock, Series B",NYSE
CIXX,CI Financial Corp. Common Shares,NYSE
CKH,SEACOR Holdings Inc. Common Stock,NYSE
CL,Colgate-Palmolive Company Common Stock,NYSE
CLA,Colonnade Acquisition Corp. Class A Ordinary Shares,NYSE
CLA=,"Colonnade Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",NYSE
CLA+,"Colonnade Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE
CLAS=,"Class Acceleration Corp. Units, each consisting of one share of Class A common stock, and one-half of one redeemable warrant",NYSE
CLB,Core Laboratories N.V. Common Stock,NYSE
CLDL,Direxion Daily Cloud Computing Bull 2X Shares,NYSE
CLDR,"Cloudera, Inc. Common Stock",NYSE
CLDS,Direxion Daily Cloud Computing Bear 2X Shares,NYSE
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,NYSE
CLF,Cleveland-Cliffs Inc. Common Stock,NYSE
CLGX,"CoreLogic, Inc. Common Stock",NYSE
CLH,"Clean Harbors, Inc. Common Stock",NYSE
CLI,Mack-Cali Realty Corporation Common Stock,NYSE
CLII,Climate Change Crisis Real Impact I Acquisition Corporation Class A Common Stock,NYSE
CLII=,"Climate Change Crisis Real Impact I Acquisition Corporation Units, each consisting of one share of Class A Common Stock and one-half of one Warrant",NYSE
CLII+,"Climate Change Crisis Real Impact I Acquisition Corporation Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",NYSE
CLIM=,"Climate Real Impact Solutions II Acquisition Corporation Units, each consisting of one share of Class A common stock, and one-fifth of one redeemable warrant",NYSE
CLIX,ProShares Long Online/Short Stores ETF,NYSE
CLNC,"Colony Credit Real Estate, Inc. Class A Common Stock",NYSE
CLNY,"Colony Capital, Inc.",NYSE
CLNY-G,"Colony Capital, Inc. 7.50% Series G cumulative redeemable perpetual preferred stock",NYSE
CLNY-H,"Colony Capital, Inc. 7.125% Series H cumulative redeemable perpetual preferred stock",NYSE
CLNY-I,"Colony Capital, Inc. 7.15% Series I Cumulative Redeemable Perpetual Preferred Stock",NYSE
CLNY-J,"Colony Capital, Inc. 7.125% Series J Cumulative Redeemable Perpetual Preferred Stock",NYSE
CLPR,Clipper Realty Inc. Common Stock,NYSE
CLR,"Continental Resources, Inc. Common Stock",NYSE
CLS,"Celestica, Inc. Common Stock",NYSE
CLTL,Invesco Treasury Collateral ETF,NYSE
CLVT,Clarivate Plc Ordinary Shares,NYSE
CLW,Clearwater Paper Corporation Common Stock,NYSE
CLX,Clorox Company (The) Common Stock,NYSE
CM,Canadian Imperial Bank of Commerce Common Stock,NYSE
CMA,Comerica Incorporated Common Stock,NYSE
CMBS,iShares CMBS Bond ETF,NYSE
CMC,Commercial Metals Company Common Stock,NYSE
CMCM,"Cheetah Mobile Inc. American Depositary Shares, each representing 10 Class Ordinary Shares",NYSE
CMD,Cantel Medical Corp. Common Stock,NYSE
CMDY,iShares Bloomberg Roll Select Commodity Strategy ETF,NYSE
CMF,iShares California Muni Bond ETF,NYSE
CMG,"Chipotle Mexican Grill, Inc. Common Stock",NYSE
CMI,Cummins Inc. Common Stock,NYSE
CMO,Capstead Mortgage Corporation Common Stock,NYSE
CMO-E,Capstead Mortgage Corporation Pfd Ser E,NYSE
CMP,Compass Minerals Intl Inc Common Stock,NYSE
CMRE,Costamare Inc. Common Stock $0.0001 par value,NYSE
CMRE-B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),NYSE
CMRE-C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),NYSE
CMRE-D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,NYSE
CMRE-E,"Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock, par value $0.0001",NYSE
CMS,CMS Energy Corporation Common Stock,NYSE
CMS-B,CMS Energy Corporation Preferred Stock,NYSE
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,NYSE
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,NYSE
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,NYSE
CMU,MFS Municipal Income Trust Common Stock,NYSE
CN,Xtrackers MSCI All China Equity ETF,NYSE
CNA,CNA Financial Corporation Common Stock,NYSE
CNBS,Amplify Seymour Cannabis ETF,NYSE
CNC,Centene Corporation Common Stock,NYSE
CND,Concord Acquisition Corp. Class A Common Stock,NYSE
CND=,"Concord Acquisition Corp. Units, each consisting of one share of Class A Common Stock and one-half of one Warrant",NYSE
CND+,"Concord Acquisition Corp. Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",NYSE
CNF,"CNFinance Holdings Limited American Depositary Shares, each representing  twenty (20) Ordinary Shares",NYSE
CNHI,CNH Industrial N.V. Common Shares,NYSE
CNI,Canadian National Railway Company Common Stock,NYSE
CNK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",NYSE
CNMD,CONMED Corporation Common Stock,NYSE
CNNE,"Cannae Holdings, Inc. Common Stock",NYSE
CNO,"CNO Financial Group, Inc. Common Stock",NYSE
CNO-A,"CNO Financial Group, Inc. 5.125% Subordinated Debentures due 2060",NYSE
CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock",NYSE
CNP-B,"CenterPoint Energy, Inc. Depositary Shares Each Representing a 1/20th Interest in a Share of 7.00% Series B Mandatory Convertible Preferred Stock",NYSE
CNQ,Canadian Natural Resources Limited Common Stock,NYSE
CNR,"Cornerstone Building Brands, Inc. Common Stock",NYSE
CNRG,SPDR S&P Kensho Clean Power ETF,NYSE
CNS,Cohen & Steers Inc Common Stock,NYSE
CNX,CNX Resources Corporation Common Stock,NYSE
CNXT,VanEck Vectors ChinaAMC SME-ChNext ETF,NYSE
CO,Global Cord Blood Corporation Common Stock,NYSE
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,NYSE
CODI-A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,NYSE
